timestamp,uid,name,temperatureWater,openClosed
2026-07-06 08:14:14,fb013,Freibad Seebach,24,offen
2026-07-06 08:14:14,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:14:14,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:14:14,seb6943,Seebad Enge,25,offen
2026-07-06 08:14:14,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:14:14,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:14:14,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:14:14,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:15:05,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-07-06 08:15:05,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-07-06 08:15:05,flb6940,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:15:05,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:15:05,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:15:05,fb006,Freibad Allenmoos,26,geschlossen
2026-07-06 08:15:05,fb008,Freibad Auhof,25,geschlossen
2026-07-06 08:15:05,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:15:05,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:15:05,fb013,Freibad Seebach,24,offen
2026-07-06 08:15:05,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:15:05,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:15:05,seb6943,Seebad Enge,25,offen
2026-07-06 08:15:05,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:15:05,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:15:05,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:15:05,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:29:18,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-07-06 08:29:18,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-07-06 08:29:18,flb6940,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:29:18,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:29:18,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:29:18,fb006,Freibad Allenmoos,26,geschlossen
2026-07-06 08:29:18,fb008,Freibad Auhof,25,geschlossen
2026-07-06 08:29:18,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:29:18,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:29:18,fb013,Freibad Seebach,24,offen
2026-07-06 08:29:18,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:29:18,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:29:18,seb6943,Seebad Enge,25,offen
2026-07-06 08:29:18,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:29:18,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:29:18,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:29:18,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:30:06,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-07-06 08:30:06,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-07-06 08:30:06,flb6940,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:30:06,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:30:06,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:30:06,fb006,Freibad Allenmoos,26,geschlossen
2026-07-06 08:30:06,fb008,Freibad Auhof,25,geschlossen
2026-07-06 08:30:06,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:30:06,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:30:06,fb013,Freibad Seebach,24,offen
2026-07-06 08:30:06,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:30:06,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:30:06,seb6943,Seebad Enge,25,offen
2026-07-06 08:30:06,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:30:06,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:30:06,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:30:06,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:44:17,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-07-06 08:44:17,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-07-06 08:44:17,flb6940,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:44:17,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:44:17,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:44:17,fb006,Freibad Allenmoos,21,offen
2026-07-06 08:44:17,fb008,Freibad Auhof,25,geschlossen
2026-07-06 08:44:17,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:44:17,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:44:17,fb013,Freibad Seebach,24,offen
2026-07-06 08:44:17,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:44:17,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:44:17,seb6943,Seebad Enge,25,offen
2026-07-06 08:44:17,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:44:17,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:44:17,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:44:17,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:45:03,flb6938,Flussbad Au-Höngg,24,geschlossen
2026-07-06 08:45:03,flb6939,Flussbad Oberer Letten,24,geschlossen
2026-07-06 08:45:03,flb6940,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:45:03,flb8803,Flussbad Unterer Letten,24,geschlossen
2026-07-06 08:45:03,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:45:03,fb006,Freibad Allenmoos,26,offen
2026-07-06 08:45:03,fb008,Freibad Auhof,25,geschlossen
2026-07-06 08:45:03,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:45:03,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:45:03,fb013,Freibad Seebach,24,offen
2026-07-06 08:45:03,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-07-06 08:45:03,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:45:03,seb6943,Seebad Enge,25,offen
2026-07-06 08:45:03,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:45:03,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:45:03,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:45:03,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 08:59:17,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 08:59:17,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 08:59:17,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 08:59:17,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 08:59:17,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 08:59:17,fb006,Freibad Allenmoos,26,offen
2026-07-06 08:59:17,fb008,Freibad Auhof,25,offen
2026-07-06 08:59:17,fb012,Freibad Heuried,26,geschlossen
2026-07-06 08:59:17,fb002,Freibad Letzigraben,25,offen
2026-07-06 08:59:17,fb013,Freibad Seebach,24,offen
2026-07-06 08:59:17,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 08:59:17,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 08:59:17,seb6943,Seebad Enge,25,offen
2026-07-06 08:59:17,seb6945,Seebad Utoquai,23,offen
2026-07-06 08:59:17,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 08:59:17,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 08:59:17,seb6948,Strandbad Wollishofen,26,geschlossen
2026-07-06 09:14:14,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:14:14,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:14:14,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:14:14,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:14:14,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:14:14,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:14:14,fb008,Freibad Auhof,25,offen
2026-07-06 09:14:14,fb012,Freibad Heuried,24,offen
2026-07-06 09:14:14,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:14:14,fb013,Freibad Seebach,24,offen
2026-07-06 09:14:14,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:14:14,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:14:14,seb6943,Seebad Enge,25,offen
2026-07-06 09:14:14,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:14:14,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:14:14,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 09:14:14,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:15:04,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:15:04,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:15:04,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:15:04,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:15:04,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:15:04,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:15:04,fb008,Freibad Auhof,25,offen
2026-07-06 09:15:04,fb012,Freibad Heuried,24,offen
2026-07-06 09:15:04,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:15:04,fb013,Freibad Seebach,24,offen
2026-07-06 09:15:04,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:15:04,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:15:04,seb6943,Seebad Enge,25,offen
2026-07-06 09:15:04,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:15:04,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:15:04,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 09:15:04,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:29:18,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:29:18,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:29:18,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:29:18,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:29:18,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:29:18,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:29:18,fb008,Freibad Auhof,25,offen
2026-07-06 09:29:18,fb012,Freibad Heuried,24,offen
2026-07-06 09:29:18,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:29:18,fb013,Freibad Seebach,24,offen
2026-07-06 09:29:18,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:29:18,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:29:18,seb6943,Seebad Enge,25,offen
2026-07-06 09:29:18,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:29:18,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:29:18,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 09:29:18,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:30:05,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:30:05,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:30:05,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:30:05,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:30:05,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:30:05,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:30:05,fb008,Freibad Auhof,25,offen
2026-07-06 09:30:05,fb012,Freibad Heuried,24,offen
2026-07-06 09:30:05,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:30:05,fb013,Freibad Seebach,24,offen
2026-07-06 09:30:05,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:30:05,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:30:05,seb6943,Seebad Enge,25,offen
2026-07-06 09:30:05,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:30:05,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:30:05,seb6947,Strandbad Tiefenbrunnen,25,geschlossen
2026-07-06 09:30:05,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:44:21,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:44:21,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:44:21,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:44:21,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:44:21,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:44:21,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:44:21,fb008,Freibad Auhof,25,offen
2026-07-06 09:44:21,fb012,Freibad Heuried,24,offen
2026-07-06 09:44:21,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:44:21,fb013,Freibad Seebach,24,offen
2026-07-06 09:44:21,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:44:21,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:44:21,seb6943,Seebad Enge,25,offen
2026-07-06 09:44:21,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:44:21,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:44:21,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 09:44:21,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:45:04,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:45:04,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:45:04,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:45:04,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:45:04,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:45:04,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:45:04,fb008,Freibad Auhof,25,offen
2026-07-06 09:45:04,fb012,Freibad Heuried,24,offen
2026-07-06 09:45:04,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:45:04,fb013,Freibad Seebach,24,offen
2026-07-06 09:45:04,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:45:04,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:45:04,seb6943,Seebad Enge,25,offen
2026-07-06 09:45:04,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:45:04,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:45:04,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 09:45:04,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 09:59:19,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 09:59:19,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 09:59:19,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 09:59:19,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 09:59:19,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 09:59:19,fb006,Freibad Allenmoos,26,offen
2026-07-06 09:59:19,fb008,Freibad Auhof,25,offen
2026-07-06 09:59:19,fb012,Freibad Heuried,24,offen
2026-07-06 09:59:19,fb002,Freibad Letzigraben,25,offen
2026-07-06 09:59:19,fb013,Freibad Seebach,24,offen
2026-07-06 09:59:19,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 09:59:19,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 09:59:19,seb6943,Seebad Enge,25,offen
2026-07-06 09:59:19,seb6945,Seebad Utoquai,23,offen
2026-07-06 09:59:19,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 09:59:19,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 09:59:19,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 10:00:05,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 10:00:05,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 10:00:05,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 10:00:05,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 10:00:05,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 10:00:05,fb006,Freibad Allenmoos,26,offen
2026-07-06 10:00:05,fb008,Freibad Auhof,25,offen
2026-07-06 10:00:05,fb012,Freibad Heuried,24,offen
2026-07-06 10:00:05,fb002,Freibad Letzigraben,25,offen
2026-07-06 10:00:05,fb013,Freibad Seebach,24,offen
2026-07-06 10:00:05,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 10:00:05,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 10:00:05,seb6943,Seebad Enge,25,offen
2026-07-06 10:00:05,seb6945,Seebad Utoquai,23,offen
2026-07-06 10:00:05,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 10:00:05,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 10:00:05,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 10:14:20,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 10:14:20,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 10:14:20,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 10:14:20,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 10:14:20,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 10:14:20,fb006,Freibad Allenmoos,26,offen
2026-07-06 10:14:20,fb008,Freibad Auhof,25,offen
2026-07-06 10:14:20,fb012,Freibad Heuried,24,offen
2026-07-06 10:14:20,fb002,Freibad Letzigraben,25,offen
2026-07-06 10:14:20,fb013,Freibad Seebach,24,offen
2026-07-06 10:14:20,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 10:14:20,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 10:14:20,seb6943,Seebad Enge,25,offen
2026-07-06 10:14:20,seb6945,Seebad Utoquai,23,offen
2026-07-06 10:14:20,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 10:14:20,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 10:14:20,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 10:15:04,flb6938,Flussbad Au-Höngg,22,offen
2026-07-06 10:15:04,flb6939,Flussbad Oberer Letten,22,offen
2026-07-06 10:15:04,flb6940,Flussbad Unterer Letten,23,offen
2026-07-06 10:15:04,flb8803,Flussbad Unterer Letten,22,offen
2026-07-06 10:15:04,flb6941,Frauenbad Stadthausquai,22,offen
2026-07-06 10:15:04,fb006,Freibad Allenmoos,26,offen
2026-07-06 10:15:04,fb008,Freibad Auhof,25,offen
2026-07-06 10:15:04,fb012,Freibad Heuried,24,offen
2026-07-06 10:15:04,fb002,Freibad Letzigraben,25,offen
2026-07-06 10:15:04,fb013,Freibad Seebach,24,offen
2026-07-06 10:15:04,fb018,Freibad Zwischen den Hölzern,23,offen
2026-07-06 10:15:04,flb6942,Männerbad Schanzengraben,20,offen
2026-07-06 10:15:04,seb6943,Seebad Enge,25,offen
2026-07-06 10:15:04,seb6945,Seebad Utoquai,23,offen
2026-07-06 10:15:04,seb6946,Strandbad Mythenquai,25,offen
2026-07-06 10:15:04,seb6947,Strandbad Tiefenbrunnen,25,offen
2026-07-06 10:15:04,seb6948,Strandbad Wollishofen,25,offen
2026-07-06 10:30:04,flb6938,Flussbad Au-Höngg,22,offen
